REGIÓN;NOMBRE;SUBTIPO;CONTENIDO
Arequipa;Bodega Santo Domingo - Marqués De Torán;Bodegas de pisco, vinos y/u otros licores;"""Productor vitivinícola artesanal con cavas subterráneas y tradición familiar enológica."""
Puno;Chullpas De Asirune;Cementerios;"""Conjunto funerario prehispánico en altura, con tumbas cilíndricas y restos óseos momificados."""
Arequipa;Semana Santa Pampacolca;Fiestas religiosas-patronales;"""Celebración religiosa que combina liturgia, escenificaciones y peregrinaciones de fe."""
Ayacucho;Vasallo Andamarquino;Música y Danzas;"""Vestimenta ceremonial usada en fiestas, bordada con símbolos andinos y colores festivos."""
Ayacucho; Sitio Arqueológico Tinkuy Kuchu;Zonas arqueológicas;"""Centro arqueológico con estructuras circulares, canales y zonas de enterramiento preincaicas."""
Piura;Área De Conservación Regional Bosques Secos Salitral Huarmaca- Bloque Sur;Áreas de conservación regional;"""Área protegida que conserva especies como el algarrobo, puma y cóndor en ecosistemas áridos."""
Callao;Festividad De La Virgen Del Carmen De La Legua;Fiestas religiosas-patronales;"""Fiesta popular de devoción con danzas tradicionales, banda y procesión por las calles."""
Arequipa;Semana Santa Huambo;Fiestas religiosas-patronales;"""Celebración religiosa con procesiones, alfombras florales y escenificaciones en la sierra norte."""
Tacna;Playa Arena Blanca;Playas;"""Playa de arena clara y fina en la selva alta, ideal para actividades recreativas y de descanso."""
Cusco;Catarata Ángela;Cataratas;"""Caída de agua en bosque húmedo con sendero de acceso y entorno de orquídeas."""
Cusco;Catarata Ángel;Cataratas;"""Cascada alta de aguas cristalinas rodeada de densa vegetación amazónica."""
Cusco;Catarata Salto Del Gallito;Cataratas;"""Salto de agua que fluye por rocas graníticas formando pozas para baño."""
Cusco;Catarata Velo De La Novia;Cataratas;"""Cascada que se asemeja a un velo blanco por la fuerza de su caída, en selva alta."""
Cusco;Catarata Rey Del Vraem;Cataratas;"""Caída de agua que destaca por su altura y fuerza, considerada símbolo del VRAEM."""
Áncash;Laguna Almacocha ;Lagunas;"""Laguna altoandina de origen glaciar usada para pesca artesanal y rituales campesinos."""
Amazonas;Mirador Calvario Punta;Miradores naturales;"""Mirador panorámico con cruz monumental que ofrece vista del valle y pueblos andinos."""
Huánuco;Laguna Viña Del Río;Otros;"""Cuerpo de agua natural rodeado de cultivos de frutales y aves migratorias."""
La Libertad;Mirador “Cerro Grande”;Miradores naturales;"""Punto de observación desde cerro alto con vista a los cañones del río Apurímac."""
La Libertad;Catarata Comaday;Cataratas;"""Salto de agua ubicado en entorno selvático, accesible por trocha comunal."""
La Libertad;Laguna Llaygan ;Lagunas;"""Laguna de montaña con leyendas sobre apariciones mágicas y flora nativa."""
La Libertad;Catarata Peña Del Cóndor - Kunturqaqa;Cataratas;"""Cascada encajada entre formaciones rocosas que simulan alas de cóndor andino."""
Cajamarca;Danza De Diablos De Cajabamba;Música y Danzas;"""Danza ritual con máscaras, trajes coloridos y música de caja y flauta de origen colonial."""
Cajamarca;Plazuela El Capuli De Bolivar;Plazuelas;"""Plazuela con árboles centenarios y esculturas locales, punto de encuentro cultural."""
Cajamarca;Templo De San Nicolás De Tolentino De Cajabamba;Templo;"""Templo católico con retablo barroco y reliquias virreinales en la sierra norte."""
Cajamarca;Plaza Mayor De Cajabamba;Plazas;"""Plaza central con pileta y arquitectura colonial, sede de ferias y procesiones religiosas."""
Amazonas;Sitio Arqueológico Cambolín;Zonas arqueológicas;"""Zona arqueológica con restos de viviendas prehispánicas y cerámica ceremonial."""
Cusco;Los Molinos De Piedra  De  San Pablo;Molino;"""Molinos coloniales de piedra movidos por agua, aún en funcionamiento."""
Cusco;Montaña De Colores  Yuraq  Cancha;Cerros;"""Montaña con franjas de colores naturales debido a la mineralización del terreno."""
Cusco;Iglesia De Callanca;Iglesias;"""Templo rural de arquitectura austera, sede de celebraciones patronales campesinas."""
Cusco;Puente Colonial De Santa Barbara;Puentes;"""Puente de piedra virreinal usado como vía de acceso entre valles andinos."""
Piura;Pueblo De Cruz Pampa - Yapatera;Históricos;"""Comunidad afroperuana tradicional con música, danza y agricultura de secano."""
Cusco;Rio Mipaya;Ríos;"""Río caudaloso de selva alta con rápidos y biodiversidad acuática."""
Cusco;Cañon De Timpia;Cañones;"""Cañón profundo con paredes verticales de roca en zona amazónica remota."""
La Libertad;Campiña De Julcán;Camino Pintoresco;"""Valle interandino con cultivos en terrazas y arquitectura de adobe."""
Cusco;Puente Natural De Alpachaca;Cavernas;"""Puente formado naturalmente por erosión, sobre un río de montaña."""
Arequipa;Islas Albizuri ;Islas;"""Conjunto de islotes rocosos donde anidan aves marinas cerca de la costa."""
Lima;Huaca Bellavista ;Zonas arqueológicas;"""Sitio arqueológico con plataforma de adobe y cerámica moche precolombina."""
Cusco;El Camino Del Mono;Camino Pintoresco;"""Ruta turística que recorre antiguos senderos usados por primates nativos."""
Callao;Procesión Del Señor Del Consuelo;Tradiciones;"""Procesión religiosa con andas decoradas y participación popular en la sierra."""
Cusco;Tinajas Del Amor;Cascadas;"""Formaciones rocosas naturales en forma de tinas, utilizadas como balneario local."""
Lima;Muralla De Tungasuca;Zonas arqueológicas;"""Muro ciclópeo inca usado para delimitar zonas sagradas y caminos ceremoniales."""
Cusco;Cementerio Museo Patrimonial De La Almudena Cusco;Salas de Exhibición;"""Cementerio con arquitectura barroca, esculturas de mármol y nichos históricos."""
Cusco;Comunidad Nativa Shimaa;Selva;"""Comunidad indígena amazónica con saberes medicinales, música y agricultura ancestral."""
Cusco;Quebrada De Aguas Cristalinas De Santa Ana;Quebradas;"""Quebrada con agua transparente y formaciones rocosas en zona montañosa tropical."""
Cusco;Aniversario Del Distrito De Kumpirushiato;Otros;"""Fiesta cívica con feria artesanal, música y danzas típicas en comunidad quechua."""
Cusco;Quebrada Cristalina;Quebradas;"""Afluente de aguas puras en zona de bosque primario, con pozas para baño."""
Cusco;Quebrada Encantos De Sirinikiato;Quebradas;"""Quebrada que alberga cascadas pequeñas y leyendas sobre sirenas y encantamientos."""
Cusco;Mirador Ukumari;Miradores naturales;"""Mirador natural donde se avistan aves rapaces y montañas selváticas."""
Cusco;K’Ullu Q’Asuy;Costumbres;"""Juego tradicional quechua con raíces rituales, practicado por comunidades altoandinas."""
Lima;Playa Makaha;Playas;"""Playa urbana de Lima popular para surf, caminatas y puestas de sol."""
Arequipa;Festividad De Santa Úrsula De Viraco ;Fiestas religiosas-patronales;"""Celebración religiosa con procesión, misa y fiesta comunal en los Andes arequipeños."""
Áncash;Casona De La Familia Berrospi;Casona;"""Casa solariega de arquitectura republicana que alberga objetos de época."""
Áncash;Quebrada Shaqsha;Quebradas;"""Quebrada con agua fresca que forma pequeños saltos y pozas naturales."""
Huánuco;Granja Ecologica Lindero;Centros Productivos;"""Centro agroecológico con producción orgánica y talleres de educación ambiental."""
Moquegua; Mini Volcán De Logen;Volcanes;"""Fenómeno geológico donde brota agua caliente y burbujeante de un pequeño cráter."""
Huánuco;Festival Del Mururaymi ;Ferias (no Artesanales);"""Festival comunal con música, danza, ferias gastronómicas y competencias deportivas."""
Huánuco;El Rio Hirviente De La Amazonía;Ríos;"""Río amazónico con temperaturas elevadas por actividad geotérmica subterránea."""
Tacna;Picante A La Tacneña;Platos Típicos;"""Plato típico con cordero en ají colorado, papas, aceitunas y aceitunas negras."""
Áncash;Laguna Huallcacocha;Lagunas;"""Laguna altoandina en forma de media luna, usada para actividades de pesca y riego."""
Cusco;Bandurria De San Pablo;Instrumentos musicales;"""Ave de cuello largo y canto peculiar, símbolo cultural en la sierra norte del Perú."""
Lima;Fiestas De Las Cruces De Carabayllo;Fiestas religiosas-patronales;"""Festividad que celebra cruces adornadas, procesiones y danzas en cerros y calles."""
Cusco;Bajada De Los Tres Reyes Magos;Fiestas Tradicionales(Herranza, carnavales, otros);"""Representación teatral con niños y adultos que escenifican el nacimiento de Jesús."""
Cusco;Fiesta De La Virgen De Belen;Fiestas Tradicionales(Herranza, carnavales, otros);"""Fiesta religiosa que incluye danza, misa y actividades comunitarias en la sierra."""
Cusco;   Danza Machu Machu;Música y Danzas;"""Danza ritual con máscaras de ancianos, movimientos ágiles y sátira social."""
Cusco;Orfebreria De San Pablo;Orfebrería;"""Artesanía tradicional en plata y cobre con motivos religiosos y flora local."""
Cusco;Danza Oca Tarpuy – Surihuaylla;Música y Danzas;"""Baile agrícola que representa la siembra de papas, con pasos y cánticos colectivos."""
Apurímac;Bosque De Pampachiri - Sector De Huaccoto;Formaciones rocosas(bosque de piedra);"""Bosque de piedras y flora altoandina con formaciones curiosas en Huaccoto, Apurímac."""
Huánuco;Pachamanca Huánuqueña;Platos Típicos;"""Plato típico preparado bajo tierra con carnes, papas y hierbas aromáticas huanuqueñas."""
Apurímac;Bosques De Pampachiri – Sector Pabellones;Formaciones rocosas(bosque de piedra);"""Formaciones pétreas únicas moldeadas por el viento y la lluvia en el sector Pabellones."""
Tacna;Bodega Santa Elena;Bodegas de pisco, vinos y/u otros licores;"""Bodega tradicional de vinos y piscos artesanales ubicada en valle costero."""
Apurímac;Bosque De Pampachiri - Sector Awquimarca - Formaciones Volcanicas De Awquillaqta;Formaciones rocosas(bosque de piedra);"""Bosque de rocas volcánicas con formas místicas y leyendas en Awquillaqta, Apurímac."""
Cusco;  Comunidad Campesina De Paucarpata;Sierra ;"""Comunidad agrícola de origen prehispánico con tradiciones vivas y cultivos en andenes."""
Tacna;Bodega Tacna;Bodegas de pisco, vinos y/u otros licores;"""Productora de vinos y piscos ubicada en la región sur, con tradición vitivinícola."""
Apurímac;Bosque De Pampachiri - Sector De Cabrawasi – Pulpito;Formaciones rocosas(bosque de piedra);"""Formación rocosa en forma de púlpito dentro del bosque de Pampachiri, ideal para fotos."""
Apurímac;Bosque De Pampachiri - Sector Awquimarca (Chinkana);Grutas;"""Zona con formaciones de piedra laberínticas, conocidas como “chinkanas” o pasadizos."""
Cusco;Artesania Matsigenka De Kumpirushiato;Tejidos(lanas, fibras de animales, fibra vegetal. Etc);"""Artesanía indígena basada en fibras naturales, tintes vegetales y motivos selváticos."""
Cusco;Cañon De Shirimpiari;Cañones;"""Cañón estrecho en la selva cusqueña, con paredes verticales cubiertas de musgo."""
Cusco;Catarata De Ozonampiato;Cataratas;"""Cascada selvática con caída en terrazas de roca, accesible mediante trocha."""
Cusco;Catarata  Santañato Orcco;Cataratas;"""Salto de agua de gran altura entre montañas, fuente de leyendas comunales."""
Cusco;Comunidad Nativa De Chakopishiato;Selva;"""Aldea amazónica con cultura viva, arquitectura tradicional y sabiduría botánica."""
Cusco;Garganta Del Diablo;Cañones;"""Formación rocosa con estrecho paso entre paredes, símbolo de fuerza natural."""
Moquegua;Fundo La Pampita De El Algarrobal - D'Ilo;Agricultura;"""Fundo costero con cultivos de hortalizas, áreas de descanso y producción frutícola."""
Moquegua;Fundo El Algodonal - Chiriwasi;Agricultura;"""Centro agrícola con cultivos de algodón y visitas educativas en la costa sur."""
Arequipa;Cabeza Del Perro Guardián;Formaciones rocosas(bosque de piedra);"""Roca con forma de cabeza de perro, considerada protectora por pobladores locales."""
Huánuco;Ex Gran Hotel Nacional;Casa de Valor Arquitectónico;"""Antiguo hotel patrimonial de estilo republicano en zona urbana tradicional."""
Cajamarca;Mirador El Rondero;Miradores naturales;"""Punto de observación natural sobre el valle, con vista a pueblos y campos de cultivo."""
Ayacucho;Fiesta Del Agua O Sequia Tusuy - Puquio Y Anexos ;Costumbres;"""Fiesta agrícola que celebra el inicio del riego con danzas y rituales de agua."""
Piura;Sombrero De Paja Toquilla;Tejidos(lanas, fibras de animales, fibra vegetal. Etc);"""Sombrero trenzado a mano con fibras naturales, ícono de la costa norte y sierra."""
Ayacucho;Represa Pachaya;Represas;"""Infraestructura hídrica altoandina utilizada para riego y regulación de cuencas."""
Huánuco;Paseo Ribereño Malecón Calicanto;Otros;"""Paseo turístico a orillas del río con jardines, esculturas y ferias artesanales."""
Huánuco;Cascada Paila Ragra;Cascadas;"""Cascada con caída en roca escalonada, de fácil acceso en entorno montano."""
Huánuco;Bosque Manzanedo ;Bosques;"""Bosque andino con árboles nativos, aves y áreas de conservación comunitaria."""
Áncash;Mirador Llanllapu;Miradores;"""Mirador con vista panorámica de quebradas y montañas, ideal para avistamiento."""
Huánuco;Cecina Tingalesa;Platos Típicos;"""Carne curada al humo, típica del oriente peruano y servida con plátano frito."""
Lima;Catarata Cuchimachay ;Cataratas;"""Cascada encajada en pared rocosa, con leyendas sobre rituales y espíritus andinos."""
Moquegua;Baños Termales De Logen;Ojos de agua;"""Pozas termales naturales con propiedades relajantes, rodeadas de paisaje volcánico."""
Cusco;Agua Termo-Mineral Aguas Calientes;Ojos de agua;"""Manantial caliente utilizado por comunidades como medicina tradicional."""
Junín;Museo De Arqueología Catalina Huanca;Museos;"""Museo con piezas arqueológicas regionales y exposiciones sobre cultura prehispánica."""
Cusco;Rio Shimaa;Ríos;"""Río amazónico de curso sinuoso con playas y biodiversidad de peces tropicales."""
Cusco;Quebrada Lorochayoc;Quebradas;"""Quebrada de difícil acceso, rica en flora silvestre y pozas cristalinas."""
Cusco;Patarashca ;Platos Típicos;"""Pescado envuelto en hojas y cocinado a las brasas, típico de la selva peruana."""
Cusco;Zona Paisajistica Alto Kepashiato;Otros;"""Zona de alta biodiversidad y belleza natural, con cascadas y senderos selváticos."""
Cusco;Comunidad Nativa Aendoshiari;Selva;"""Comunidad amazónica con saberes ancestrales, idioma nativo y agricultura orgánica."""
Cusco;Comunidad Nativa De Alto Paquishiari;Selva;"""Pueblo indígena con economía basada en pesca y yuca, rodeado de bosque primario."""
